,feature_name
IMPDH1,IMPDH1
KBTBD7,KBTBD7
RBBP8,RBBP8
ARAF,ARAF
OLR1,OLR1
TRAF4,TRAF4
OLFM2,OLFM2
LIPG,LIPG
POLG2,POLG2
RPH3A,RPH3A
CMSS1,CMSS1
TMEM44,TMEM44
HRH1,HRH1
TK1,TK1
SLC35C2,SLC35C2
FANCD2,FANCD2
CNTNAP3B,CNTNAP3B
HNRNPA1L2,HNRNPA1L2
LINC00324,LINC00324
TRAV8-2,TRAV8-2
IL5RA,IL5RA
FBXW2,FBXW2
NAA15,NAA15
GYPB,GYPB
E4F1,E4F1
CTDP1,CTDP1
NMT2,NMT2
DLC1,DLC1
FCGRT,FCGRT
IGHV1-69,IGHV1-69
SLC31A2,SLC31A2
ATG4B,ATG4B
ZYX,ZYX
LDLRAP1,LDLRAP1
TRIM24,TRIM24
TLE6,TLE6
AKR1C2,AKR1C2
SLC4A1,SLC4A1
EGR1,EGR1
PLAAT3,PLAAT3
SGSH,SGSH
CLEC1B,CLEC1B
CLEC10A,CLEC10A
CAPN15,CAPN15
CYB5D2,CYB5D2
PPARA,PPARA
PAN2,PAN2
ANKRD20A1,ANKRD20A1
OSBPL8,OSBPL8
TUBA1C,TUBA1C
MYBPC3,MYBPC3
LRRC49,LRRC49
MXRA7,MXRA7
PARP12,PARP12
ABI3,ABI3
RHBDD2,RHBDD2
LINC02084,LINC02084
USP28,USP28
RBMS3,RBMS3
XKR4,XKR4
NOCT,NOCT
ARL4D,ARL4D
TRBV6-6,TRBV6-6
SLAMF6,SLAMF6
SNX9,SNX9
JAKMIP2,JAKMIP2
CXCL2,CXCL2
ADGRE2,ADGRE2
MAP2K1,MAP2K1
E2F3,E2F3
TIMP3,TIMP3
SQSTM1,SQSTM1
RIF1,RIF1
USP38,USP38
ATP8B4,ATP8B4
RBPMS,RBPMS
RAB37,RAB37
TNFRSF13B,TNFRSF13B
FLT1,FLT1
MLLT3,MLLT3
CARNS1,CARNS1
TMEM176A,TMEM176A
ARHGEF18,ARHGEF18
LINC01374,LINC01374
PDE3B,PDE3B
IL13RA1,IL13RA1
SLA2,SLA2
QRICH1,QRICH1
RFTN2,RFTN2
ANGPTL4,ANGPTL4
TRIM36,TRIM36
MAP9,MAP9
LINC01393,LINC01393
SLFN12L,SLFN12L
HNRNPLL,HNRNPLL
TRAV5,TRAV5
PDE5A,PDE5A
EIF4E3,EIF4E3
TMEM63A,TMEM63A
IER5,IER5
GIPC2,GIPC2
E2F5,E2F5
PGRMC1,PGRMC1
IGF2R,IGF2R
IGHV3-7,IGHV3-7
RANBP10,RANBP10
MANF,MANF
HIP1,HIP1
WDFY2,WDFY2
ZBTB40,ZBTB40
ZBTB38,ZBTB38
CCNG2,CCNG2
PRMT9,PRMT9
PTAFR,PTAFR
PMM1,PMM1
TECPR1,TECPR1
LDHA,LDHA
MNT,MNT
RBL2,RBL2
NTNG2,NTNG2
ZNF654,ZNF654
SMG9,SMG9
TMEM156,TMEM156
OLFML2B,OLFML2B
CXCR1,CXCR1
RACGAP1,RACGAP1
TSPAN9,TSPAN9
ZNF236,ZNF236
ANKRD36,ANKRD36
ZNF664,ZNF664
ZNF92,ZNF92
CD6,CD6
RGPD1,RGPD1
TTLL3,TTLL3
ATG2A,ATG2A
CHP1,CHP1
DRAIC,DRAIC
ANKH,ANKH
TVP23A,TVP23A
CEP126,CEP126
ARSD,ARSD
MAN2A2,MAN2A2
SRGAP1,SRGAP1
SREK1,SREK1
PNPLA2,PNPLA2
ORC6,ORC6
MYOM2,MYOM2
CD1C,CD1C
GNB5,GNB5
RAD9A,RAD9A
MGAT1,MGAT1
SRA1,SRA1
TREML1,TREML1
GPR155,GPR155
LMNB1,LMNB1
TMOD3,TMOD3
PATJ,PATJ
PTPN22,PTPN22
FGF22,FGF22
DENND1A,DENND1A
KCNMA1,KCNMA1
YJEFN3,YJEFN3
RIN2,RIN2
SYT1,SYT1
PPP2R5C,PPP2R5C
AK5,AK5
CORO2A,CORO2A
KRT8,KRT8
ADAM9,ADAM9
TNS3,TNS3
KDM4B,KDM4B
SCIMP,SCIMP
ZNF33A,ZNF33A
CRYM,CRYM
SLC30A4,SLC30A4
BAIAP2L1,BAIAP2L1
HYOU1,HYOU1
ADAM8,ADAM8
CENPL,CENPL
MUCL1,MUCL1
ANXA2R,ANXA2R
GCSAM,GCSAM
MAP3K9,MAP3K9
CLASP1,CLASP1
RAB43,RAB43
NETO1,NETO1
ERCC5,ERCC5
APOLD1,APOLD1
FAM178B,FAM178B
SLC37A3,SLC37A3
CYFIP1,CYFIP1
GMPR,GMPR
DNAJB6,DNAJB6
NUAK1,NUAK1
ARRDC1,ARRDC1
SLC16A6,SLC16A6
DYNLL1,DYNLL1
TRAV41,TRAV41
CYP4F3,CYP4F3
CLEC2D,CLEC2D
PBX1,PBX1
TRBV5-6,TRBV5-6
FLT3,FLT3
ADAM12,ADAM12
TPM3,TPM3
ZNF703,ZNF703
PTPRB,PTPRB
KIAA0513,KIAA0513
TLE5,TLE5
CTLA4,CTLA4
RNF43,RNF43
DHDH,DHDH
TLR8,TLR8
EREG,EREG
DPP4,DPP4
HCK,HCK
GFI1,GFI1
TBCEL,TBCEL
TSPAN18,TSPAN18
RASSF4,RASSF4
HIF1A-AS3,HIF1A-AS3
ZNF804A,ZNF804A
ZC3H18,ZC3H18
CD27,CD27
HKDC1,HKDC1
MAP3K11,MAP3K11
GAREM1,GAREM1
SPRY2,SPRY2
SCGB3A1,SCGB3A1
PM20D1,PM20D1
ZFHX3,ZFHX3
LPCAT2,LPCAT2
C3AR1,C3AR1
AMY2B,AMY2B
NR1D1,NR1D1
CHST15,CHST15
ASTL,ASTL
STRN4,STRN4
S1PR2,S1PR2
FAM47E,FAM47E
CXCR5,CXCR5
GNAO1,GNAO1
FUT7,FUT7
ZNF891,ZNF891
TFPI,TFPI
ABCA1,ABCA1
LGALSL,LGALSL
CCDC125,CCDC125
LRRN1,LRRN1
RNF175,RNF175
CSKMT,CSKMT
GABARAP,GABARAP
YES1,YES1
PTGER2,PTGER2
MTFMT,MTFMT
PDGFRA,PDGFRA
TUBB2B,TUBB2B
PLCB1,PLCB1
NCR1,NCR1
FAM43A,FAM43A
PAM,PAM
ALCAM,ALCAM
DHCR24,DHCR24
IGKV1-5,IGKV1-5
LINC01993,LINC01993
DGAT2,DGAT2
KPNA1,KPNA1
LRP10,LRP10
NGLY1,NGLY1
GAS6,GAS6
CDH13,CDH13
IGFLR1,IGFLR1
SLC25A37,SLC25A37
ACKR4,ACKR4
BNIPL,BNIPL
GPAT4,GPAT4
PPP1R14B,PPP1R14B
FABP3,FABP3
HCAR3,HCAR3
FLT4,FLT4
GALM,GALM
PLEKHA5,PLEKHA5
TRAV12-1,TRAV12-1
KCNA3,KCNA3
CD209,CD209
ADGRG1,ADGRG1
HSD17B2,HSD17B2
ZNF831,ZNF831
ZNF117,ZNF117
MATN2,MATN2
SLAMF7,SLAMF7
ASGR1,ASGR1
NFIA,NFIA
DDX41,DDX41
RAP1B,RAP1B
LAMP5,LAMP5
ITGB3,ITGB3
DUSP4,DUSP4
ATP6V0C,ATP6V0C
TG,TG
TBC1D19,TBC1D19
CPA3,CPA3
MCM3,MCM3
PHF20L1,PHF20L1
CNRIP1,CNRIP1
IGFBP4,IGFBP4
P3H4,P3H4
EPS8,EPS8
SGO1,SGO1
RAPGEF6,RAPGEF6
TRAV8-4,TRAV8-4
TSPAN2,TSPAN2
C5AR1,C5AR1
TUBA8,TUBA8
GKAP1,GKAP1
TSPOAP1,TSPOAP1
AMPD3,AMPD3
TMEM213,TMEM213
MKNK2,MKNK2
LINC00513,LINC00513
ETNK1,ETNK1
USP21,USP21
TMEM176B,TMEM176B
ADAMTS2,ADAMTS2
PDCD1,PDCD1
OXTR,OXTR
AREL1,AREL1
GRAMD4,GRAMD4
FAM110A,FAM110A
NECAB2,NECAB2
LSP1,LSP1
ADRA2B,ADRA2B
SLC35A3,SLC35A3
NGRN,NGRN
PLAU,PLAU
CLEC5A,CLEC5A
CHKA,CHKA
SLPI,SLPI
TBKBP1,TBKBP1
SEC24A,SEC24A
CCL25,CCL25
PIM2,PIM2
TGM2,TGM2
IL1A,IL1A
C1QTNF4,C1QTNF4
CNR1,CNR1
LIME1,LIME1
MSMO1,MSMO1
PRKCB,PRKCB
UBASH3A,UBASH3A
SZT2,SZT2
HMCES,HMCES
MYRF,MYRF
CFLAR,CFLAR
PBK,PBK
DBT,DBT
TPST2,TPST2
SAV1,SAV1
TRAPPC5,TRAPPC5
TBC1D30,TBC1D30
FAM217B,FAM217B
ATP6V1D,ATP6V1D
PTK2B,PTK2B
ADAMTS4,ADAMTS4
TRPM2,TRPM2
LSR,LSR
IGF1R,IGF1R
JAK3,JAK3
PLK1,PLK1
TXNDC16,TXNDC16
CHD2,CHD2
TRA2B,TRA2B
TCTN2,TCTN2
IL21R,IL21R
CD19,CD19
HS3ST3B1,HS3ST3B1
KIF5C,KIF5C
DNMBP,DNMBP
MYO6,MYO6
PRRG4,PRRG4
CADM2,CADM2
MANSC1,MANSC1
IGFBP2,IGFBP2
PLCH2,PLCH2
USP53,USP53
IFITM1,IFITM1
VPS9D1,VPS9D1
ROCK1,ROCK1
CYP27A1,CYP27A1
SYNM,SYNM
WDR13,WDR13
PASK,PASK
TCN2,TCN2
CYP46A1,CYP46A1
ACVR2B,ACVR2B
NELL2,NELL2
BICRA,BICRA
BEX2,BEX2
PTGS2,PTGS2
FAAH2,FAAH2
TRAV20,TRAV20
PIK3CD,PIK3CD
CCRL2,CCRL2
ZNF583,ZNF583
DDHD2,DDHD2
CBLL1,CBLL1
DHTKD1,DHTKD1
NAPB,NAPB
ALPK1,ALPK1
RASL11B,RASL11B
CTRC,CTRC
ABHD15,ABHD15
RAB3IP,RAB3IP
RHOT2,RHOT2
FADS3,FADS3
SIGLEC10,SIGLEC10
B3GNT5,B3GNT5
ST20,ST20
WHAMM,WHAMM
LINC02422,LINC02422
NFRKB,NFRKB
ADGRG6,ADGRG6
CXCL14,CXCL14
GDE1,GDE1
PHLDB2,PHLDB2
BTLA,BTLA
PRIMPOL,PRIMPOL
TSPYL1,TSPYL1
LRRC74B,LRRC74B
BCL11B,BCL11B
TBXA2R,TBXA2R
KRT86,KRT86
IGHV4-61,IGHV4-61
RARRES1,RARRES1
IL12RB1,IL12RB1
APOBEC3F,APOBEC3F
NPW,NPW
RSRP1,RSRP1
SEC14L2,SEC14L2
NEK9,NEK9
MOK,MOK
ISL2,ISL2
CCPG1,CCPG1
RTF2,RTF2
STRN3,STRN3
CCL28,CCL28
RAD54L2,RAD54L2
LINC01127,LINC01127
VWF,VWF
SERPINB9,SERPINB9
LPL,LPL
OR2B6,OR2B6
DTYMK,DTYMK
CSGALNACT1,CSGALNACT1
PXN,PXN
HMHB1,HMHB1
PACSIN2,PACSIN2
TCF7L2,TCF7L2
USP4,USP4
TTLL5,TTLL5
AEN,AEN
PRR5L,PRR5L
CPNE5,CPNE5
PAWR,PAWR
SPEG,SPEG
USP51,USP51
CD320,CD320
IGKV2-24,IGKV2-24
INPPL1,INPPL1
ZNF674-AS1,ZNF674-AS1
SPATA7,SPATA7
ALDH3B1,ALDH3B1
AZU1,AZU1
AKR1C1,AKR1C1
HRK,HRK
MTF1,MTF1
LHX4,LHX4
ATP6V0A1,ATP6V0A1
SLC16A10,SLC16A10
AXL,AXL
PIK3IP1,PIK3IP1
AGBL2,AGBL2
FBF1,FBF1
SERPINF1,SERPINF1
MIR194-2HG,MIR194-2HG
HLA-DOA,HLA-DOA
MS4A2,MS4A2
SRSF12,SRSF12
ASB2,ASB2
HK2,HK2
HAMP,HAMP
LCN8,LCN8
TLR10,TLR10
DDX3X,DDX3X
ELOVL6,ELOVL6
EIF4A1,EIF4A1
FCGBP,FCGBP
NDFIP2,NDFIP2
LINC00482,LINC00482
NDRG1,NDRG1
MYO5A,MYO5A
DDX56,DDX56
TCTA,TCTA
DIRAS1,DIRAS1
HOOK2,HOOK2
GAS7,GAS7
COLQ,COLQ
CCNL2,CCNL2
AMPD2,AMPD2
CCDC141,CCDC141
CXCL5,CXCL5
BLK,BLK
WDR97,WDR97
XRN2,XRN2
BACH2,BACH2
GK5,GK5
EPHX2,EPHX2
FAM161A,FAM161A
SLC2A5,SLC2A5
TRAV10,TRAV10
HS3ST1,HS3ST1
ATP2C2,ATP2C2
IFI44L,IFI44L
SLC26A8,SLC26A8
DSC2,DSC2
TRAV26-2,TRAV26-2
TP53INP2,TP53INP2
FAM169A,FAM169A
TNIP3,TNIP3
SLC25A13,SLC25A13
ZBED5,ZBED5
COL6A2,COL6A2
PPP1R16B,PPP1R16B
LHX1,LHX1
TRAV1-1,TRAV1-1
HTRA1,HTRA1
ICA1L,ICA1L
NNAT,NNAT
FLCN,FLCN
GABRR2,GABRR2
TNPO2,TNPO2
IGKV1-17,IGKV1-17
MAK,MAK
TRBV10-3,TRBV10-3
PPP2R5A,PPP2R5A
GAK,GAK
ZMAT1,ZMAT1
SLC38A11,SLC38A11
JMY,JMY
NLRP12,NLRP12
SMPDL3A,SMPDL3A
ARL15,ARL15
IQCN,IQCN
TMEM140,TMEM140
ZNF587,ZNF587
CCDC144A,CCDC144A
METTL8,METTL8
KIAA0087,KIAA0087
TRAV16,TRAV16
GSTM5,GSTM5
DACH1,DACH1
FPGS,FPGS
ZNF844,ZNF844
ZC3H6,ZC3H6
SIRPB1,SIRPB1
RHD,RHD
PTGDR2,PTGDR2
TUBGCP3,TUBGCP3
FSCN1,FSCN1
CAMKK2,CAMKK2
POLE,POLE
MAFB,MAFB
SERPINI1,SERPINI1
ITGA2,ITGA2
IGLV7-46,IGLV7-46
LCK,LCK
DNM3,DNM3
LYPD3,LYPD3
ATP11C,ATP11C
GPR174,GPR174
WDR3,WDR3
AACS,AACS
PEAK1,PEAK1
AGMAT,AGMAT
TMOD1,TMOD1
IGFBP3,IGFBP3
CERS5,CERS5
PFKP,PFKP
LINC02363,LINC02363
MINDY4,MINDY4
ACSM1,ACSM1
RHEB,RHEB
SHISAL2A,SHISAL2A
CMYA5,CMYA5
GSTM2,GSTM2
FRMD3,FRMD3
FAS,FAS
DCLRE1A,DCLRE1A
PPP4R1,PPP4R1
WDHD1,WDHD1
DIPK1B,DIPK1B
ABCG1,ABCG1
YPEL1,YPEL1
COL4A3,COL4A3
APBB3,APBB3
GPRASP1,GPRASP1
WSB1,WSB1
DDX39A,DDX39A
GPR18,GPR18
TEX9,TEX9
GSTO2,GSTO2
SLTM,SLTM
LTBP1,LTBP1
TMEM63C,TMEM63C
TTC32,TTC32
PHLDA1,PHLDA1
DOCK8,DOCK8
KIF13A,KIF13A
KCNN4,KCNN4
IKZF2,IKZF2
RSF1,RSF1
CDCA5,CDCA5
SYNGR1,SYNGR1
BACE2,BACE2
ADTRP,ADTRP
ARNT2,ARNT2
VPS37B,VPS37B
PRDX4,PRDX4
ACSBG1,ACSBG1
NEB,NEB
PERP,PERP
BCO2,BCO2
RFESD,RFESD
DPEP2,DPEP2
FLT3LG,FLT3LG
CFDP1,CFDP1
PHLDB1,PHLDB1
FMR1,FMR1
POLD4,POLD4
NUP58,NUP58
MIR3945HG,MIR3945HG
CD226,CD226
STK11IP,STK11IP
RELB,RELB
INKA1,INKA1
IGKV1-27,IGKV1-27
CMTM2,CMTM2
SPTBN1,SPTBN1
KDM6A,KDM6A
ECE1,ECE1
OPRM1,OPRM1
HOXB4,HOXB4
GPR15,GPR15
SPATC1,SPATC1
NMUR1,NMUR1
TMEM52B,TMEM52B
UHMK1,UHMK1
VWDE,VWDE
IGHV4-28,IGHV4-28
UHRF2,UHRF2
IGLV1-44,IGLV1-44
RBFADN,RBFADN
KLRC3,KLRC3
ROR1,ROR1
SEMA7A,SEMA7A
APOBEC3G,APOBEC3G
XCL1,XCL1
AGO1,AGO1
SLC35F2,SLC35F2
USP9Y,USP9Y
IGF1,IGF1
LINC02086,LINC02086
TGS1,TGS1
CASZ1,CASZ1
TAF11,TAF11
GATA3,GATA3
RGS6,RGS6
AOC2,AOC2
ABL2,ABL2
GPHN,GPHN
RBPMS2,RBPMS2
DAPK2,DAPK2
SH2B3,SH2B3
BRMS1,BRMS1
DCN,DCN
KCTD10,KCTD10
EGLN2,EGLN2
PRSS3,PRSS3
HBG1,HBG1
BAHD1,BAHD1
MGST3,MGST3
FAM13A,FAM13A
KLRC4,KLRC4
CD274,CD274
PECR,PECR
PRR5,PRR5
CHN1,CHN1
PRRG2,PRRG2
BNC2,BNC2
ITGA1,ITGA1
GNG10,GNG10
CEBPE,CEBPE
GLA,GLA
CFB,CFB
MFSD2A,MFSD2A
TCL1B,TCL1B
UTS2,UTS2
KIF21B,KIF21B
ZFYVE9,ZFYVE9
ST3GAL4,ST3GAL4
HLX,HLX
LTBR,LTBR
AUP1,AUP1
UNKL,UNKL
TAX1BP1,TAX1BP1
TRIM63,TRIM63
MICU3,MICU3
GRB2,GRB2
RASGRP3,RASGRP3
SPATS2L,SPATS2L
SGPP2,SGPP2
BEND2,BEND2
BEX5,BEX5
SGO2,SGO2
UGT8,UGT8
NOTCH3,NOTCH3
FEZ1,FEZ1
FFAR3,FFAR3
MAP1LC3B,MAP1LC3B
TNS2,TNS2
CCDC184,CCDC184
MON1A,MON1A
ENC1,ENC1
CTBP2,CTBP2
DHX38,DHX38
ABCA5,ABCA5
CLINT1,CLINT1
ITPRIPL1,ITPRIPL1
PLA2G7,PLA2G7
PDE2A,PDE2A
TNK2,TNK2
NDRG2,NDRG2
CCDC7,CCDC7
PRR14,PRR14
CYCS,CYCS
SLC10A5,SLC10A5
EBLN2,EBLN2
SERPINE1,SERPINE1
TBL1X,TBL1X
PAK3,PAK3
CTHRC1,CTHRC1
PELO,PELO
RHOH,RHOH
ARHGEF40,ARHGEF40
MYO1E,MYO1E
TPST1,TPST1
DNM2,DNM2
LRFN1,LRFN1
ATP6V1A,ATP6V1A
SLC8B1,SLC8B1
SLC26A6,SLC26A6
FBXW5,FBXW5
STAM,STAM
NUGGC,NUGGC
ZG16B,ZG16B
SLC18A2,SLC18A2
EEF1A2,EEF1A2
UBOX5,UBOX5
GNG7,GNG7
SARM1,SARM1
CAVIN1,CAVIN1
PRPF8,PRPF8
ARMC12,ARMC12
HMGB3,HMGB3
ITGA10,ITGA10
ST6GALNAC6,ST6GALNAC6
MAP3K5,MAP3K5
ANXA3,ANXA3
NRP2,NRP2
PCCB,PCCB
MYL9,MYL9
BCORL1,BCORL1
HLA-G,HLA-G
FAM111B,FAM111B
SH3BGRL2,SH3BGRL2
LINC00862,LINC00862
NAV3,NAV3
PHIP,PHIP
DIP2B,DIP2B
SH2D1B,SH2D1B
KCTD1,KCTD1
WNK3,WNK3
TPO,TPO
ZC3H12D,ZC3H12D
BTNL9,BTNL9
FAM161B,FAM161B
SNAPC1,SNAPC1
LINC01934,LINC01934
PADI2,PADI2
SERPINB9P1,SERPINB9P1
CBX7,CBX7
PPP2CA,PPP2CA
CYP2E1,CYP2E1
FN1,FN1
GSTM3,GSTM3
CNR2,CNR2
EPHB6,EPHB6
VWA3B,VWA3B
LZTS1,LZTS1
FHL1,FHL1
ACAP2,ACAP2
MYDGF,MYDGF
S100A13,S100A13
NRCAM,NRCAM
TRAF2,TRAF2
ABCA13,ABCA13
POLG,POLG
FKBP7,FKBP7
TTC38,TTC38
SLC2A6,SLC2A6
UQCRHL,UQCRHL
SBSPON,SBSPON
SCGB3A2,SCGB3A2
FBP1,FBP1
SLC12A9,SLC12A9
L1CAM,L1CAM
ADM,ADM
ZNF793,ZNF793
PPP2R2B,PPP2R2B
TOPBP1,TOPBP1
IFNG,IFNG
IGHMBP2,IGHMBP2
SEC61A2,SEC61A2
KIF27,KIF27
SPSB1,SPSB1
CENPK,CENPK
VPREB1,VPREB1
RORC,RORC
WDR59,WDR59
SLC38A10,SLC38A10
TBC1D8,TBC1D8
SWT1,SWT1
SERPINB2,SERPINB2
GPATCH2,GPATCH2
COMMD5,COMMD5
SMAGP,SMAGP
NME9,NME9
DOCK5,DOCK5
PCGF3,PCGF3
INPP5K,INPP5K
SCAMP1-AS1,SCAMP1-AS1
TRMU,TRMU
S1PR1,S1PR1
GYS1,GYS1
MAEA,MAEA
SCYL2,SCYL2
TMCC3,TMCC3
CCDC126,CCDC126
ITGA5,ITGA5
ANKRD37,ANKRD37
ZNF611,ZNF611
SMIM8,SMIM8
CCNH,CCNH
NUAK2,NUAK2
RBFOX3,RBFOX3
ELAVL4,ELAVL4
HORMAD1,HORMAD1
PLEKHA1,PLEKHA1
EIF4ENIF1,EIF4ENIF1
CEP63,CEP63
SLC7A5,SLC7A5
ATG2B,ATG2B
ID1,ID1
ZNF783,ZNF783
KIAA0319L,KIAA0319L
EVA1A,EVA1A
RETN,RETN
MED12L,MED12L
C4BPB,C4BPB
ZNF254,ZNF254
AHCYL2,AHCYL2
RTTN,RTTN
DSP,DSP
NET1,NET1
ANP32A,ANP32A
PPP1R3D,PPP1R3D
AGAP1,AGAP1
MTUS1,MTUS1
KRT5,KRT5
MTG1,MTG1
CTSK,CTSK
SPAG5,SPAG5
ERRFI1,ERRFI1
ITSN2,ITSN2
EAF1,EAF1
OLMALINC,OLMALINC
AQP3,AQP3
DOT1L,DOT1L
TNFRSF21,TNFRSF21
EIF2AK3,EIF2AK3
RPGR,RPGR
PPM1H,PPM1H
ZBTB21,ZBTB21
LINC00426,LINC00426
IFIT1B,IFIT1B
KLHL3,KLHL3
TRBV7-9,TRBV7-9
LETM2,LETM2
PCTP,PCTP
LINC00944,LINC00944
SPINK2,SPINK2
ATAD5,ATAD5
METTL6,METTL6
CLHC1,CLHC1
CEP83,CEP83
FAM153CP,FAM153CP
APTR,APTR
SCN9A,SCN9A
ZFP91,ZFP91
NCOA5,NCOA5
RYR2,RYR2
MTMR7,MTMR7
LINC00309,LINC00309
SLC45A4,SLC45A4
VAT1,VAT1
ARAP1,ARAP1
CABP5,CABP5
CRY1,CRY1
EMC10,EMC10
AMN,AMN
IL4I1,IL4I1
CDK5R1,CDK5R1
LINC00937,LINC00937
MICAL3,MICAL3
ANKRD18A,ANKRD18A
ADCY3,ADCY3
GSR,GSR
RGL1,RGL1
LINC02649,LINC02649
GYPE,GYPE
CYFIP2,CYFIP2
GPR108,GPR108
PNPLA6,PNPLA6
FLI1,FLI1
NCEH1,NCEH1
CA8,CA8
CYB561D1,CYB561D1
CMTM8,CMTM8
PIH1D1,PIH1D1
SYNGR3,SYNGR3
SFN,SFN
IL17RD,IL17RD
TIMMDC1,TIMMDC1
ZRANB1,ZRANB1
ASCC1,ASCC1
IL11RA,IL11RA
KPTN,KPTN
PROM1,PROM1
TMED8,TMED8
KRCC1,KRCC1
RCAN1,RCAN1
RBM22,RBM22
CRADD,CRADD
ANKRD26,ANKRD26
NAP1L5,NAP1L5
LINC01291,LINC01291
CDK16,CDK16
GLI3,GLI3
E2F1,E2F1
GPX2,GPX2
IGLV7-43,IGLV7-43
TAL1,TAL1
IGFBP7,IGFBP7
TMEM91,TMEM91
JAG1,JAG1
SLC7A8,SLC7A8
CALD1,CALD1
TARS2,TARS2
SCAP,SCAP
P4HA2,P4HA2
ZNF99,ZNF99
NFKB1,NFKB1
PLEKHO1,PLEKHO1
PCYT1B,PCYT1B
PLXDC1,PLXDC1
TRAV8-1,TRAV8-1
KIR3DL1,KIR3DL1
PLEKHB1,PLEKHB1
TBC1D23,TBC1D23
MAFF,MAFF
ME3,ME3
GALNT14,GALNT14
TREML2,TREML2
ATP13A2,ATP13A2
RNF152,RNF152
RAMP1,RAMP1
GDF11,GDF11
TRPM8,TRPM8
SLC22A1,SLC22A1
KIF19,KIF19
SPTB,SPTB
EGLN3,EGLN3
EPB42,EPB42
IGHG2,IGHG2
PBXIP1,PBXIP1
ETV5,ETV5
APOBEC3H,APOBEC3H
DHX34,DHX34
LINC01480,LINC01480
IGFBP6,IGFBP6
C1R,C1R
MMP25,MMP25
NLRC4,NLRC4
LINC02245,LINC02245
ZBP1,ZBP1
PTPRM,PTPRM
S1PR3,S1PR3
TUBGCP6,TUBGCP6
CLEC17A,CLEC17A
MFGE8,MFGE8
GTPBP2,GTPBP2
CLIC5,CLIC5
MPZL3,MPZL3
ZNF250,ZNF250
TLR6,TLR6
TLCD4,TLCD4
PRDM5,PRDM5
ALDH2,ALDH2
MSI2,MSI2
LRRC19,LRRC19
TCEA3,TCEA3
PLPPR2,PLPPR2
HEG1,HEG1
KLB,KLB
CPS1,CPS1
CCDC73,CCDC73
DCDC2B,DCDC2B
PHGDH,PHGDH
RINT1,RINT1
FGD3,FGD3
DAAM2,DAAM2
LINC01943,LINC01943
GPR27,GPR27
ANKRD34B,ANKRD34B
TMEM263,TMEM263
CCR8,CCR8
TRIB3,TRIB3
KIRREL3,KIRREL3
CD99L2,CD99L2
TENM1,TENM1
ALDOA,ALDOA
SAMD9,SAMD9
CH25H,CH25H
NSUN2,NSUN2
ENPP2,ENPP2
CMKLR1,CMKLR1
BCL2,BCL2
LINC01727,LINC01727
LINC01684,LINC01684
AKAP12,AKAP12
IFIT1,IFIT1
SEMA5A,SEMA5A
ZDHHC14,ZDHHC14
RNASE2,RNASE2
SGCE,SGCE
RBM28,RBM28
ATP9A,ATP9A
SPAG4,SPAG4
SLC25A39,SLC25A39
COG6,COG6
CCNJL,CCNJL
SLC20A1,SLC20A1
CYP51A1,CYP51A1
SIRT3,SIRT3
NDUFS2,NDUFS2
ARG1,ARG1
KCNE1,KCNE1
UFD1,UFD1
AOAH,AOAH
ARAP3,ARAP3
GUCY1B1,GUCY1B1
NECTIN3,NECTIN3
UROD,UROD
PRDM8,PRDM8
DSE,DSE
NR4A3,NR4A3
COL6A1,COL6A1
MIR181A1HG,MIR181A1HG
KANK2,KANK2
PPP1R3B,PPP1R3B
TBC1D4,TBC1D4
GP1BA,GP1BA
PIMREG,PIMREG
SLC22A18AS,SLC22A18AS
ADCY9,ADCY9
SH3TC2,SH3TC2
DDX42,DDX42
PTPRN2,PTPRN2
SLC19A1,SLC19A1
GBA2,GBA2
MINDY1,MINDY1
SIRPG,SIRPG
PKD1L1,PKD1L1
USP43,USP43
WHRN,WHRN
LINC00987,LINC00987
ICOS,ICOS
PPP1R12C,PPP1R12C
LILRA4,LILRA4
LINC01562,LINC01562
EFCAB10,EFCAB10
KRT7,KRT7
GRK2,GRK2
SCPEP1,SCPEP1
DTX1,DTX1
OSBPL10,OSBPL10
MYL2,MYL2
DOCK4,DOCK4
FRAT1,FRAT1
CERNA1,CERNA1
DRC1,DRC1
IFIT3,IFIT3
RNASE3,RNASE3
ABCB4,ABCB4
ANKRD50,ANKRD50
DNAJC3-DT,DNAJC3-DT
PITX1,PITX1
FCRL2,FCRL2
STIMATE,STIMATE
DOCK7,DOCK7
IL6,IL6
CCR4,CCR4
APEX2,APEX2
BAMBI,BAMBI
TMEM45B,TMEM45B
ENPP3,ENPP3
CYTH4,CYTH4
RSAD2,RSAD2
LCAT,LCAT
ITGA2B,ITGA2B
NAP1L2,NAP1L2
LPAR5,LPAR5
CRISPLD2,CRISPLD2
AP5B1,AP5B1
NME8,NME8
ABCB1,ABCB1
HMBS,HMBS
SDC4,SDC4
C1S,C1S
FOLR3,FOLR3
WFDC1,WFDC1
POU5F1B,POU5F1B
ACOX1,ACOX1
CD5,CD5
TNFAIP1,TNFAIP1
PTX3,PTX3
ANKRD22,ANKRD22
IGHV3-15,IGHV3-15
OASL,OASL
DYM,DYM
FFAR2,FFAR2
EGOT,EGOT
B3GAT1,B3GAT1
DHRS12,DHRS12
DAGLB,DAGLB
ERVK3-1,ERVK3-1
CLEC4D,CLEC4D
RNF31,RNF31
COL9A3,COL9A3
MT1H,MT1H
RNF138,RNF138
KLF5,KLF5
VIL1,VIL1
